t,hp,action,ani_state,ani_phase,state_time,task,attacker,foes,foe_d,foe_actions
36.96,40,0,2,5,21.666,PS_Normal,Orc_Warrior_01,0,-1,
37.06,40,0,2,5,21.78,PS_Normal,Orc_Warrior_01,0,-1,
37.17,40,0,2,5,21.9,PS_Normal,Orc_Warrior_01,0,-1,
37.27,40,0,2,5,22.022,PS_Normal,Orc_Warrior_01,0,-1,
37.38,40,0,2,5,22.138,PS_Normal,Orc_Warrior_01,0,-1,
37.49,40,0,2,5,22.251,PS_Normal,Orc_Warrior_01,0,-1,
37.62,40,0,2,5,22.393,PS_Normal,Orc_Warrior_01,0,-1,
37.72,40,0,2,5,22.503,PS_Normal,Orc_Warrior_01,0,-1,
37.83,40,0,2,5,22.61,PS_Normal,Orc_Warrior_01,0,-1,
37.93,40,0,2,5,22.715,PS_Normal,Orc_Warrior_01,0,-1,
38.03,40,0,2,5,22.83,PS_Normal,Orc_Warrior_01,0,-1,
38.14,40,0,2,5,22.949,PS_Normal,Orc_Warrior_01,0,-1,
38.25,40,0,2,5,23.067,PS_Normal,Orc_Warrior_01,0,-1,
38.35,40,0,2,5,23.187,PS_Normal,Orc_Warrior_01,0,-1,
38.46,40,0,2,5,23.297,PS_Normal,Orc_Warrior_01,0,-1,
38.56,40,0,2,5,23.412,PS_Normal,Orc_Warrior_01,0,-1,
38.67,40,0,2,5,23.527,PS_Normal,Orc_Warrior_01,0,-1,
38.77,40,0,2,5,23.64,PS_Normal,Orc_Warrior_01,0,-1,
38.88,40,0,2,5,23.754,PS_Normal,Orc_Warrior_01,0,-1,
38.98,40,0,2,5,23.864,PS_Normal,Orc_Warrior_01,0,-1,
39.08,40,0,2,5,23.976,PS_Normal,Orc_Warrior_01,0,-1,
39.21,40,0,2,5,24.117,PS_Normal,Orc_Warrior_01,0,-1,
39.31,40,0,2,5,24.227,PS_Normal,Orc_Warrior_01,0,-1,
39.42,40,0,2,5,24.349,PS_Normal,Orc_Warrior_01,0,-1,
39.53,40,0,2,5,24.47,PS_Normal,Orc_Warrior_01,0,-1,
39.63,40,0,2,5,24.586,PS_Normal,Orc_Warrior_01,0,-1,
39.74,40,0,2,5,24.702,PS_Normal,Orc_Warrior_01,0,-1,
39.85,40,0,2,5,24.82,PS_Normal,Orc_Warrior_01,0,-1,
39.95,40,0,2,5,24.936,PS_Normal,Orc_Warrior_01,0,-1,
40.06,40,0,2,5,25.048,PS_Normal,Orc_Warrior_01,0,-1,
40.17,40,0,2,5,25.156,PS_Normal,Orc_Warrior_01,0,-1,
40.27,40,0,2,5,25.266,PS_Normal,Orc_Warrior_01,0,-1,
40.37,40,0,2,5,25.38,PS_Normal,Orc_Warrior_01,0,-1,
40.48,40,0,2,5,25.495,PS_Normal,Orc_Warrior_01,0,-1,
40.59,40,0,2,5,25.609,PS_Normal,Orc_Warrior_01,0,-1,
40.72,40,0,2,5,25.751,PS_Normal,Orc_Warrior_01,0,-1,
40.82,40,0,2,5,25.869,PS_Normal,Orc_Warrior_01,0,-1,
40.93,40,0,2,5,25.983,PS_Normal,Orc_Warrior_01,0,-1,
41.03,40,0,2,5,26.096,PS_Normal,Orc_Warrior_01,0,-1,
41.14,40,0,2,5,26.204,PS_Normal,Orc_Warrior_01,0,-1,
41.24,40,0,2,5,26.317,PS_Normal,Orc_Warrior_01,0,-1,
41.35,40,0,2,5,26.421,PS_Normal,Orc_Warrior_01,0,-1,
41.45,40,0,2,5,26.543,PS_Normal,Orc_Warrior_01,0,-1,
41.56,40,0,2,5,26.656,PS_Normal,Orc_Warrior_01,0,-1,
41.66,40,0,2,5,26.767,PS_Normal,Orc_Warrior_01,0,-1,
41.77,40,0,2,5,26.875,PS_Normal,Orc_Warrior_01,0,-1,
41.87,40,0,2,5,26.991,PS_Normal,Orc_Warrior_01,0,-1,
41.97,40,0,2,5,27.097,PS_Normal,Orc_Warrior_01,0,-1,
42.08,40,0,2,5,27.21,PS_Normal,Orc_Warrior_01,0,-1,
42.18,40,0,2,5,27.327,PS_Normal,Orc_Warrior_01,0,-1,
42.31,40,0,2,5,27.461,PS_Normal,Orc_Warrior_01,0,-1,
42.42,40,0,2,5,27.57,PS_Normal,Orc_Warrior_01,0,-1,
42.52,40,0,2,5,27.68,PS_Normal,Orc_Warrior_01,0,-1,
42.62,40,0,2,5,27.795,PS_Normal,Orc_Warrior_01,0,-1,
42.73,40,0,2,5,27.911,PS_Normal,Orc_Warrior_01,0,-1,
42.84,40,0,2,5,28.019,PS_Normal,Orc_Warrior_01,0,-1,
42.95,40,0,2,5,28.123,PS_Normal,Orc_Warrior_01,0,-1,
43.05,40,0,2,5,28.237,PS_Normal,Orc_Warrior_01,0,-1,
43.15,40,0,2,5,28.342,PS_Normal,Orc_Warrior_01,0,-1,
43.25,40,0,2,5,28.458,PS_Normal,Orc_Warrior_01,0,-1,
43.36,40,0,2,5,28.574,PS_Normal,Orc_Warrior_01,0,-1,
43.47,40,0,2,5,28.682,PS_Normal,Orc_Warrior_01,0,-1,
43.57,40,0,2,5,28.794,PS_Normal,Orc_Warrior_01,0,-1,
43.67,40,0,2,5,28.908,PS_Normal,Orc_Warrior_01,0,-1,
43.78,40,0,2,5,29.017,PS_Normal,Orc_Warrior_01,0,-1,
43.91,40,0,2,5,29.159,PS_Normal,Orc_Warrior_01,0,-1,
44.02,40,0,2,5,29.274,PS_Normal,Orc_Warrior_01,0,-1,
44.13,40,0,2,5,29.385,PS_Normal,Orc_Warrior_01,0,-1,
44.23,40,0,2,5,29.501,PS_Normal,Orc_Warrior_01,0,-1,
44.34,40,0,2,5,29.618,PS_Normal,Orc_Warrior_01,0,-1,
44.45,40,0,2,5,29.73,PS_Normal,Orc_Warrior_01,0,-1,
44.55,40,0,2,5,29.844,PS_Normal,Orc_Warrior_01,0,-1,
44.66,40,0,2,5,29.952,PS_Normal,Orc_Warrior_01,0,-1,
44.76,40,0,2,5,30.063,PS_Normal,Orc_Warrior_01,0,-1,
44.87,40,0,2,5,30.173,PS_Normal,Orc_Warrior_01,0,-1,
44.97,40,0,2,5,30.28,PS_Normal,Orc_Warrior_01,0,-1,
45.07,40,0,2,5,30.386,PS_Normal,Orc_Warrior_01,0,-1,
45.17,40,0,2,5,30.496,PS_Normal,Orc_Warrior_01,0,-1,
45.28,40,0,2,5,30.61,PS_Normal,Orc_Warrior_01,0,-1,
45.38,40,0,2,5,30.721,PS_Normal,Orc_Warrior_01,1,544,52
45.51,40,0,2,5,30.86,PS_Normal,Orc_Warrior_01,1,544,52
45.62,40,0,2,5,30.969,PS_Normal,Orc_Warrior_01,1,544,52
45.72,40,0,2,5,31.077,PS_Normal,Orc_Warrior_01,1,544,52
45.83,40,0,2,5,31.192,PS_Normal,Orc_Warrior_01,1,544,52
45.94,40,0,2,5,31.302,PS_Normal,Orc_Warrior_01,1,544,52
46.04,40,0,2,5,31.415,PS_Normal,Orc_Warrior_01,1,544,52
46.14,40,0,2,5,31.526,PS_Normal,Orc_Warrior_01,1,544,52
46.24,40,0,2,5,31.633,PS_Normal,Orc_Warrior_01,1,544,52
46.35,40,0,2,5,31.739,PS_Normal,Orc_Warrior_01,1,544,52
46.45,40,0,2,5,31.819,PS_Normal,Orc_Warrior_01,1,544,52
46.55,40,0,2,5,31.951,PS_Normal,Orc_Warrior_01,1,544,52
46.66,40,0,2,5,32.059,PS_Normal,Orc_Warrior_01,1,544,52
46.76,40,0,2,5,32.175,PS_Normal,Orc_Warrior_01,1,544,52
46.87,40,0,2,5,32.293,PS_Normal,Orc_Warrior_01,1,544,52
46.98,40,0,2,5,32.407,PS_Normal,Orc_Warrior_01,1,293,2
47.11,40,0,2,5,32.548,PS_Normal,Orc_Warrior_01,1,293,2
47.21,40,0,2,5,32.654,PS_Normal,Orc_Warrior_01,1,293,2
47.32,40,0,2,5,32.775,PS_Normal,Orc_Warrior_01,1,293,2
47.42,40,0,2,5,32.884,PS_Normal,Orc_Warrior_01,1,293,2
47.53,40,0,2,5,32.997,PS_Normal,Orc_Warrior_01,1,293,2
47.63,40,0,2,5,33.114,PS_Normal,Orc_Warrior_01,1,293,2
47.74,0,0,2,4,0.083,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,293,2
47.84,0,0,2,4,0.2,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,293,2
47.96,0,0,2,4,0.32,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,293,2
48.06,0,0,2,4,0.436,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,293,2
48.17,0,0,2,4,0.553,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,293,2
48.28,0,0,2,4,0.667,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,293,2
48.38,0,0,17,4,0.787,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,293,2
48.49,0,0,17,4,0.904,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,316,68
48.62,0,0,17,4,1.047,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,316,68
48.73,0,0,17,4,1.164,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,316,68
48.83,0,0,17,4,1.284,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,316,68
48.93,0,0,17,4,1.398,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,316,68
49.04,0,0,17,5,0.103,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,316,68
49.14,0,0,17,5,0.216,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,316,68
49.25,0,0,17,5,0.335,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,316,68
49.35,0,0,17,5,0.448,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,316,68
49.45,0,0,17,5,0.565,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,316,68
49.56,0,0,17,5,0.683,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,316,68
49.67,0,0,17,5,0.804,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,316,68
49.77,0,0,17,5,0.921,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,316,68
49.88,0,0,17,5,1.036,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,316,68
49.98,0,0,17,5,1.155,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,316,68
50.09,10,0,17,5,0.064,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,339,0
50.21,10,0,17,5,0.209,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,339,0
50.32,10,0,17,5,0.328,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,339,0
50.43,10,0,17,5,0.451,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,339,0
50.53,10,0,17,5,0.575,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,339,0
50.64,10,0,17,5,0.692,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,339,0
50.75,10,0,17,5,0.811,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,339,0
50.86,10,0,17,5,0.934,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,339,0
50.96,10,0,17,5,1.048,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,339,0
51.06,10,0,17,5,1.168,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,339,0
51.17,20,0,17,5,0.07,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,339,0
51.27,20,0,17,5,0.192,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,339,0
51.38,20,0,17,5,0.307,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,339,0
51.48,20,0,17,5,0.426,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,339,0
51.59,20,0,17,5,0.54,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,339,0
51.69,20,0,17,5,0.653,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,132,0
51.82,20,0,17,5,0.799,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,132,0
51.92,20,0,17,5,0.916,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,132,0
52.03,20,0,17,5,1.031,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,132,0
52.13,20,0,17,5,1.145,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,132,0
52.23,30,0,17,5,0.044,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,132,0
52.34,30,0,17,5,0.166,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,132,0
52.44,30,0,17,5,0.281,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,132,0
52.54,30,0,17,5,0.4,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,132,0
52.65,30,0,17,5,0.518,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,132,0
52.76,30,0,17,5,0.637,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,132,0
52.86,30,0,17,5,0.75,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,132,0
52.97,30,0,17,5,0.875,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,132,0
53.07,30,0,17,5,0.995,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,132,0
53.17,30,0,17,5,1.115,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,132,0
53.28,40,0,17,5,0.017,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,60,0
53.41,40,0,17,5,0.172,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,60,0
53.52,40,0,17,5,0.295,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,60,0
53.63,40,0,17,5,0.419,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,60,0
53.74,40,0,17,5,0.536,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,60,0
53.84,40,0,17,5,0.658,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,60,0
53.94,40,0,17,5,0.782,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,60,0
54.05,40,0,17,5,0.906,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,60,0
54.15,40,0,17,5,1.027,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,60,0
54.26,40,0,17,5,1.145,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,60,0
54.36,50,0,17,5,0.046,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,60,0
54.46,50,0,17,5,0.166,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,60,0
54.57,50,0,17,5,0.292,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,60,0
54.67,50,0,17,5,0.413,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,60,0
54.78,50,0,17,5,0.528,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,60,68
54.9,50,0,17,5,0.67,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,60,68
55.01,50,0,17,5,0.793,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,60,68
55.11,50,0,17,5,0.915,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,60,68
55.22,50,0,17,5,1.034,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,60,68
55.32,50,0,17,5,1.15,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,60,68
55.42,60,0,17,5,0.054,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,60,68
55.53,60,0,17,5,0.163,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,60,68
55.63,60,0,17,5,0.274,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,60,68
55.74,60,0,17,5,0.387,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,60,68
55.84,60,0,17,5,0.505,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,60,68
55.95,60,0,17,5,0.62,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,60,68
56.05,60,0,17,5,0.731,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,60,68
56.15,60,0,17,5,0.844,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,60,68
56.26,60,0,17,5,0.96,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,60,68
56.36,60,0,17,5,1.078,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,310,52
56.49,70,0,17,5,0.009,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,310,52
56.6,70,0,17,5,0.122,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,310,52
56.7,70,0,17,5,0.242,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,310,52
56.81,70,0,17,5,0.355,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,310,52
56.91,70,0,17,5,0.478,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,310,52
57.02,70,0,17,5,0.592,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,310,52
57.12,70,0,17,5,0.706,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,310,52
57.23,70,0,17,5,0.824,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,310,52
57.33,70,0,17,5,0.943,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,310,52
57.44,70,0,17,5,1.062,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,310,52
57.55,70,0,17,5,1.179,ZS_Unconscious,Orc_GameStartRaider_Warrior_05,1,310,52
57.65,80,0,17,4,0.08,PS_Normal,Orc_GameStartRaider_Warrior_05,1,310,52
57.75,80,0,17,4,0.197,PS_Normal,Orc_GameStartRaider_Warrior_05,1,310,52
57.86,80,0,17,4,0.309,PS_Normal,Orc_GameStartRaider_Warrior_05,1,310,52
57.96,80,0,17,4,0.424,PS_Normal,Orc_GameStartRaider_Warrior_05,1,752,52
58.1,80,0,17,4,0.567,PS_Normal,Orc_GameStartRaider_Warrior_05,1,752,52
58.2,80,0,17,4,0.679,PS_Normal,Orc_GameStartRaider_Warrior_05,1,752,52
58.3,80,0,17,4,0.795,PS_Normal,Orc_GameStartRaider_Warrior_05,1,752,52
58.41,80,0,2,4,0.908,PS_Normal,Orc_GameStartRaider_Warrior_05,1,752,52
58.51,80,0,2,4,1.02,PS_Normal,Orc_GameStartRaider_Warrior_05,1,752,52
58.62,80,0,2,4,1.135,PS_Normal,Orc_GameStartRaider_Warrior_05,1,752,52
58.72,80,0,2,4,1.247,PS_Normal,Orc_GameStartRaider_Warrior_05,1,752,52
58.82,80,0,2,4,1.361,PS_Normal,Orc_GameStartRaider_Warrior_05,1,752,52
58.93,80,0,2,4,1.474,PS_Normal,Orc_GameStartRaider_Warrior_05,1,752,52
59.03,80,0,2,4,1.592,PS_Normal,Orc_GameStartRaider_Warrior_05,1,752,52
59.14,80,0,2,12,0.1,PS_Normal,Orc_GameStartRaider_Warrior_05,1,752,52
59.25,80,0,2,12,0.219,PS_Normal,Orc_GameStartRaider_Warrior_05,1,752,52
59.35,80,0,2,12,0.33,PS_Normal,Orc_GameStartRaider_Warrior_05,1,752,52
59.45,80,0,2,5,0.446,PS_Normal,Orc_GameStartRaider_Warrior_05,1,752,52
59.56,80,0,2,5,0.559,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
59.7,80,0,2,5,0.708,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
59.81,80,0,2,5,0.823,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
59.91,80,0,2,5,0.935,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
60.02,80,0,2,5,1.053,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
60.12,80,0,2,5,1.163,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
60.22,80,0,2,5,1.286,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
60.32,80,0,2,5,1.409,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
60.43,80,0,2,5,1.524,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
60.53,80,0,2,5,1.638,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
60.64,80,0,2,5,1.76,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
60.74,80,0,2,5,1.882,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
60.85,80,0,2,5,1.996,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
60.95,80,0,2,5,2.109,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
61.05,80,0,2,5,2.224,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
61.15,80,0,2,5,2.343,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
61.28,80,0,2,5,2.481,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
61.39,80,0,2,5,2.595,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
61.49,80,0,2,5,2.713,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
61.6,80,0,2,5,2.833,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
61.71,80,0,2,5,2.947,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
61.81,80,0,2,5,3.06,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
61.91,80,0,2,5,3.175,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
62.02,80,0,2,5,3.289,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
62.12,80,0,2,5,3.411,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
62.23,80,0,2,5,3.525,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
62.33,80,0,2,5,3.642,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
62.44,80,0,2,5,3.757,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
62.55,80,0,2,5,3.871,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
62.65,80,0,2,5,3.986,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
62.75,80,0,2,5,4.112,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
62.89,80,0,2,5,4.259,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
62.99,80,0,2,5,4.375,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
63.1,80,0,2,5,4.49,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
63.2,80,0,2,5,4.614,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
63.31,80,0,2,5,4.729,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
63.41,80,0,2,5,4.848,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
63.51,80,0,2,5,4.971,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
63.62,80,0,2,5,5.087,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
63.72,80,0,2,5,5.207,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
63.83,80,0,2,5,5.332,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
63.93,80,0,2,5,5.452,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
64.04,80,0,2,5,5.577,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
64.15,80,0,2,5,5.699,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
64.25,80,0,2,5,5.818,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
64.39,80,0,2,5,5.965,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
64.49,80,0,2,5,6.083,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
64.59,80,0,2,5,6.202,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
64.7,80,0,2,5,6.316,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
64.8,80,0,2,5,6.443,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
64.91,80,0,2,5,6.562,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
65.01,80,0,2,5,6.677,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
65.12,80,0,2,5,6.793,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
65.22,80,0,2,5,6.909,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
65.32,80,0,2,5,7.032,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
65.43,80,0,2,5,7.148,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
65.53,80,0,2,5,7.264,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
65.64,80,0,2,5,7.38,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
65.74,80,0,2,5,7.496,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
65.84,80,0,2,5,7.613,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
65.98,80,0,2,5,7.756,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
66.08,80,0,2,5,7.867,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
66.19,80,0,2,5,7.981,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
66.29,80,0,2,5,8.105,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
66.4,80,0,2,5,8.222,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
66.51,80,0,2,5,8.334,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
66.61,80,0,2,5,8.452,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
66.71,80,0,2,5,8.575,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
66.82,80,0,2,5,8.692,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
66.93,80,0,2,5,8.811,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
67.03,80,0,2,5,8.928,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
67.14,80,0,2,5,9.038,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
67.24,80,0,2,5,9.147,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
67.35,80,0,2,5,9.266,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
67.48,80,0,2,5,9.415,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
67.58,80,0,2,5,9.529,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
67.69,80,0,2,5,9.643,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
67.79,80,0,2,5,9.751,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
67.9,80,0,2,5,9.871,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
68.0,80,0,2,5,9.991,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
68.11,80,0,2,5,10.111,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
68.21,80,0,2,5,10.222,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
68.31,80,0,2,5,10.34,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
68.42,80,0,2,5,10.461,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
68.53,80,0,2,5,10.575,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
68.63,80,0,2,5,10.694,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
68.73,80,0,2,5,10.81,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
68.84,80,0,2,5,10.929,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
68.94,80,0,2,5,11.051,PS_Normal,Orc_GameStartRaider_Warrior_05,0,-1,
